assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.4,-36.36667
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_728,,,148.29558,-36.49892
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_841,,,148.26456,-36.51717
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_858,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_618,,,148.37459,-36.38344
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_752,,,148.29953,-36.50319
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,0,-111.735066,36.926147
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_822,,,148.27047,-36.51633
196180248,190500977,Thaumatoperla alpina,1,1,1,Julia Mynott,2020,National Environmental Science Program (NESP),Extant (resident),,,Trib Mt Jaithmathang Creek,,,,,,147.20835,-36.90968
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_837,,,148.27047,-36.51633
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2009,-111.729892,36.75055
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_662,,,148.29018,-36.49295
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),Yucca navajoa,,,,,DBG Seinet 2018,PreservedSpecimen,1962,-110.043,34.7814
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.784722,-36.738056
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_860,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_619,,,148.37459,-36.38344
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),baileyi,,,,,DBG Seinet 2018,PreservedSpecimen,2003,-109.7322222,37.8358333
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_765,,,148.27686,-36.50389
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_775,,,148.27242,-36.52475
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-001894,,,148.3652,-36.37263
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_712,,,148.29953,-36.50319
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.8667,-35.7833
188497902,184928219,Senecio halleri,1,1,1,Charlotte Phillips,2020,"Royal Botanic Gardens, Kew",Extant (resident),,,,,,,,2005,8.107722,46.176347
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_711,,,148.29953,-36.50319
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),Yucca navajoa,,,,,DBG Seinet 2018,PreservedSpecimen,1966,-111.473,36.6795
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.82,-36.73
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.794247,-36.732647
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1967,-111.503,35.3642
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_793,,,148.27422,-36.51789
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_863,,,148.29042,-36.49269
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_737,,,148.29292,-36.50064
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1999,-111.949933,36.686117
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,ANIC,,,148.2645356,-36.46489664
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_840,,,148.27394,-36.52228
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,LepSoc: WR Steele Collection,PreservedSpecimen,1995,30.11666667,-25.38333333
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1976,-109.074622,34.946278
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2005,-111.8786111,37.1011111
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2012,-111.799332,36.780483
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.845643,-37.510145
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_773,,,148.27242,-36.52475
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_768,,,148.27694,-36.50197
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.648741,-35.863853
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_690,,,148.27317,-36.522
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_656,,,148.29018,-36.49295
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_867,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_732,,,148.29558,-36.49892
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_859,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_830,,,148.27733,-36.50586
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2016,-110.33035,35.013733
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_642,,,148.29501,-36.49594
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_843,,,148.26456,-36.51717
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1988,-109.074,37.164
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_861,,,148.29042,-36.49269
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_708,,,148.27053,-36.50758
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.4275,-36.391944
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_747,,,148.30281,-36.50319
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.797156,-36.743815
196180248,190500977,Thaumatoperla alpina,1,1,1,Julia Mynott,2020,National Environmental Science Program (NESP),Extant (resident),,,North Nelse Creek,,,,,,147.3062,-36.83325
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_680,,,148.27303,-36.52575
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_800,,,148.27422,-36.51789
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-001872,,,148.29497,-36.49532
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2011,-111.735066,36.926147
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1966,-111.44497,36.69949
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_634,,,148.37639,-36.38298
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_687,,,148.27289,-36.525
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.502457,-37.69933
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,0,-111.610958,36.880381
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,ANIC,,,148.470288,-36.37245099
188497902,184928219,Senecio halleri,1,1,1,Charlotte Phillips,2020,"Royal Botanic Gardens, Kew",Extant (resident),,,,,,,,2005,8.533333,46.05
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,ANIC,,,148.4850435,-36.35995754
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2012,-110.639818,35.084872
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_616,,,148.37349,-36.38358
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2012,-111.991359,36.948388
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1978,-111.919,36.6943
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1950,-110.1587,34.9022
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_722,,,148.29558,-36.49892
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_838,,,148.27047,-36.51633
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),baileyi,,,,,DBG Seinet 2018,PreservedSpecimen,1951,-108.66594,37.31613
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.567,-36.0667
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_703,,,148.27364,-36.5205
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2005,-111.12734,35.76538
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1998,-112.722,36.7527
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_797,,,148.27422,-36.51789
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-002048,,,148.38507,-36.30508
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2013,-111.991359,36.948388
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_866,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_688,,,148.27289,-36.525
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_754,,,148.27686,-36.50389
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,0,-112.035017,37.001067
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1997,-108.8397222,35.9219444
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_654,,,148.29018,-36.49295
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2010,-111.617357,36.780196
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.433333,-36.383333
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,ANIC,,,148.2610223,-36.5240784
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_818,,,148.27047,-36.51633
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1940,-111.3699,35.5203
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.45,-35.8667
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2000,-109.6479,37.5558
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,LepSoc: OG Garvie Collection,HumanObservation,2004,30.083333,-25.55
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_684,,,148.27289,-36.525
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_767,,,148.27686,-36.50389
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_710,,,148.30281,-36.50319
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_700,,,148.27431,-36.51744
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_864,,,148.26794,-36.51242
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_691,,,148.27317,-36.522
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_804,,,148.27422,-36.51789
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,147.13,-36.98
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,African Butterfly Research institute,PreservedSpecimen,1996,30.18333333,-25.36666667
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_676,,,148.26405,-36.51647
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-002020,,,148.38507,-36.19154
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_641,,,148.29501,-36.49594
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_746,,,148.30281,-36.50319
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_792,,,148.27422,-36.51789
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_844,,,148.26456,-36.51717
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_624,,,148.37459,-36.38344
196180248,190500977,Thaumatoperla alpina,1,1,1,Julia Mynott,2020,National Environmental Science Program (NESP),Extant (resident),,,Trib to North Nelse - Grey Hills Track,,,,,,147.28831,-36.82953
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_770,,,148.27694,-36.50197
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.4667,-35.65
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,0,-109.971217,37.111233
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,1999,-111.80673,37.16598
188497902,184928219,Senecio halleri,1,1,1,Charlotte Phillips,2020,"Royal Botanic Gardens, Kew",Extant (resident),,,,,,,,2005,7.783333,45.833333
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_842,,,148.26456,-36.51717
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_833,,,148.27733,-36.50586
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_743,,,148.30281,-36.50319
188497902,184928219,Senecio halleri,1,1,1,Charlotte Phillips,2020,"Royal Botanic Gardens, Kew",Extant (resident),,,,,,,,2005,7.229407,45.511697
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,LepSoc: JB Ball Collection,PreservedSpecimen,1999,30.1,-25.4
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_718,,,148.29558,-36.49892
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),baileyi,,,,,DBG Seinet 2018,PreservedSpecimen,2007,-107.9995,36.8334
196180248,190500977,Thaumatoperla alpina,1,1,1,Julia Mynott,2020,National Environmental Science Program (NESP),Extant (resident),,,Pretty Valley Creek and tributaries,,,,,,147.22716,-36.86408
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_704,,,148.27431,-36.51744
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident),baileyi,,,,,DBG Seinet 2018,PreservedSpecimen,2002,-107.8705556,37.2716667
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-001911,,,148.38754,-36.1481
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_819,,,148.27047,-36.51633
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_827,,,148.27733,-36.50586
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,TAMUIC-IGC-001910,,,148.38754,-36.1481
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_769,,,148.27694,-36.50197
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_757,,,148.27686,-36.50389
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,ANIC,,,148.3039688,-36.45480706
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_845,,,148.26456,-36.51717
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,2003,-111.7577,36.7521
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,146.5,-37.7
188497902,184928219,Senecio halleri,1,1,1,Charlotte Phillips,2020,"Royal Botanic Gardens, Kew",Extant (resident),,,,,,,,2005,7.777545,45.786705
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_790,,,148.27422,-36.51789
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_626,,,148.37639,-36.38298
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.3897,-36.0083
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,SABCA Field Surveys,PreservedSpecimen,2009,30.08333333,-25.5
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_668,,,148.29018,-36.49295
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_814,,,148.27047,-36.51633
196180248,190500977,Thaumatoperla alpina,1,1,1,Julia Mynott,2020,National Environmental Science Program (NESP),Extant (resident),,,"Headwaters to Turnback Creek, elev 1620m",,,,,,147.2511,-36.8585
22484143,22483710,Acacia alpina,1,1,1,IUCN,2016,,Extant (resident),,,,,,,,,148.86374,-35.85872
175068395,161328537,Dingana alticola,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. (2013),Extant (resident),,,,,,LepSoc: JB Ball Collection,PreservedSpecimen,1973,30.1,-25.4
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_638,,,148.37779,-36.38284
212099065,209399685,Kosciuscola tristis,1,1,1,Kate Umbers,2020,National Environmental Science Program (NESP),Extant (resident),tristis,,,,,KT_1_717,,,148.29953,-36.50319
117469952,117423069,Yucca baileyi,1,1,1,Raul Puente and Barbara Goettsch,2018,IUCN RL Agave and Yucca workshop,Extant (resident), ,,,,,DBG Seinet 2018,PreservedSpecimen,0,-111.735577,36.92792
